Tamaños		Cantidades
1		1971086
2		422605
3		253103
4		163353
5		114339
6		83970
7		65005
8		52080
9		42309
10		35316
11		30138
12		26130
13		22465
14		19887
15		17675
16		15615
17		13998
18		12715
19		11540
20		10515
21		9794
22		8848
23		8361
24		7860
25		7235
26		6708
27		6368
28		5888
29		5497
30		5197
31		4848
32		4582
33		4381
34		4098
35		3991
36		3786
37		3520
38		3430
39		3281
40		3062
41		2956
42		2819
43		2771
44		2622
45		2532
46		2397
47		2424
48		2226
49		2179
50		2152
51		1996
52		1996
53		1857
54		1775
55		1803
56		1722
57		1678
58		1636
59		1592
60		1580
61		1512
62		1468
63		1412
64		1324
65		1346
66		1435
67		1253
68		1239
69		1216
70		1228
71		1133
72		1103
73		1078
74		1026
75		1082
76		976
77		1050
78		985
79		965
80		968
81		936
82		880
83		898
84		828
85		865
86		860
87		776
88		816
89		781
90		764
91		776
92		729
93		704
94		722
95		646
96		684
97		666
98		656
99		669
100		609
101		634
102		580
103		617
104		610
105		607
106		562
107		547
108		539
109		532
110		511
111		552
112		568
113		550
114		502
115		500
116		499
117		487
118		438
119		501
120		451
121		466
122		438
123		467
124		434
125		424
126		429
127		435
128		425
129		440
130		379
131		424
132		399
133		453
134		398
135		384
136		385
137		376
138		390
139		350
140		335
141		341
142		356
143		374
144		298
145		307
146		340
147		366
148		345
149		329
150		276
151		338
152		330
153		314
154		331
155		308
156		309
157		330
158		304
159		284
160		276
161		295
162		320
163		221
164		267
165		285
166		288
167		255
168		276
169		258
170		260
171		243
172		241
173		229
174		247
175		248
176		248
177		263
178		248
179		235
180		267
181		227
182		231
183		257
184		246
185		213
186		235
187		219
188		214
189		214
190		248
191		226
192		193
193		209
194		197
195		205
196		188
197		207
198		188
199		158
200		185
201		186
202		205
203		181
204		208
205		187
206		175
207		179
208		201
209		192
210		194
211		193
212		182
213		196
214		175
215		169
216		167
217		173
218		190
219		168
220		172
221		177
222		176
223		157
224		157
225		142
226		182
227		149
228		161
229		158
230		146
231		138
232		147
233		167
234		148
235		159
236		144
237		158
238		139
239		134
240		127
241		139
242		172
243		135
244		158
245		144
246		149
247		122
248		152
249		120
250		139
251		128
252		117
253		143
254		125
255		127
256		124
257		144
258		126
259		137
260		146
261		119
262		126
263		103
264		126
265		117
266		124
267		143
268		128
269		127
270		120
271		127
272		118
273		118
274		121
275		124
276		112
277		114
278		113
279		117
280		114
281		105
282		128
283		102
284		143
285		128
286		111
287		112
288		100
289		110
290		116
291		115
292		118
293		82
294		86
295		124
296		100
297		95
298		82
299		114
300		104
301		112
302		86
303		98
304		96
305		87
306		86
307		106
308		86
309		114
310		93
311		95
312		86
313		94
314		95
315		87
316		73
317		99
318		91
319		105
320		105
321		83
322		92
323		90
324		86
325		92
326		79
327		86
328		100
329		98
330		80
331		97
332		99
333		68
334		84
335		84
336		77
337		86
338		92
339		93
340		91
341		83
342		78
343		82
344		89
345		79
346		67
347		84
348		70
349		64
350		57
351		71
352		80
353		89
354		93
355		81
356		64
357		84
358		75
359		62
360		65
361		79
362		71
363		72
364		69
365		61
366		55
367		76
368		76
369		65
370		71
371		75
372		62
373		61
374		63
375		72
376		66
377		66
378		65
379		71
380		68
381		61
382		82
383		62
384		66
385		53
386		62
387		59
388		60
389		74
390		53
391		75
392		70
393		65
394		68
395		51
396		59
397		66
398		66
399		58
400		57
401		59
402		66
403		63
404		85
405		66
406		57
407		49
408		54
409		66
410		67
411		61
412		56
413		60
414		61
415		64
416		60
417		54
418		56
419		62
420		71
421		59
422		57
423		58
424		60
425		66
426		52
427		56
428		57
429		61
430		44
431		59
432		59
433		69
434		69
435		65
436		41
437		40
438		50
439		59
440		51
441		59
442		64
443		55
444		43
445		39
446		61
447		57
448		42
449		58
450		62
451		56
452		39
453		66
454		48
455		45
456		42
457		67
458		57
459		49
460		52
461		59
462		52
463		59
464		47
465		58
466		60
467		53
468		53
469		61
470		49
471		58
472		57
473		42
474		42
475		48
476		53
477		52
478		38
479		40
480		38
481		50
482		53
483		55
484		55
485		68
486		45
487		60
488		47
489		47
490		48
491		40
492		39
493		33
494		46
495		45
496		49
497		34
498		42
499		44
500		47
501		52
502		43
503		46
504		51
505		53
506		39
507		47
508		50
509		45
510		35
511		35
512		51
513		52
514		37
515		41
516		44
517		37
518		46
519		44
520		39
521		44
522		41
523		39
524		34
525		34
526		38
527		39
528		41
529		30
530		28
531		47
532		40
533		35
534		45
535		39
536		49
537		45
538		33
539		52
540		37
541		33
542		41
543		37
544		31
545		38
546		34
547		41
548		48
549		28
550		43
551		49
552		24
553		38
554		34
555		39
556		32
557		42
558		49
559		34
560		26
561		45
562		36
563		36
564		30
565		50
566		43
567		45
568		37
569		46
570		39
571		37
572		38
573		40
574		42
575		33
576		35
577		40
578		38
579		29
580		45
581		36
582		26
583		34
584		42
585		28
586		30
587		34
588		37
589		36
590		31
591		37
592		39
593		41
594		27
595		31
596		30
597		34
598		32
599		37
600		42
601		33
602		36
603		32
604		21
605		34
606		52
607		26
608		33
609		28
610		32
611		37
612		29
613		45
614		28
615		46
616		39
617		39
618		29
619		47
620		28
621		37
622		31
623		33
624		44
625		27
626		29
627		30
628		48
629		34
630		33
631		33
632		30
633		34
634		30
635		32
636		36
637		37
638		28
639		31
640		20
641		36
642		40
643		34
644		41
645		28
646		34
647		22
648		34
649		24
650		36
651		37
652		28
653		29
654		29
655		36
656		43
657		35
658		29
659		28
660		35
661		33
662		44
663		33
664		34
665		44
666		18
667		29
668		23
669		27
670		24
671		41
672		37
673		27
674		29
675		29
676		30
677		26
678		32
679		39
680		33
681		29
682		29
683		26
684		25
685		29
686		30
687		24
688		36
689		32
690		36
691		26
692		35
693		40
694		32
695		32
696		26
697		28
698		41
699		24
700		22
701		27
702		16
703		32
704		27
705		30
706		23
707		29
708		27
709		25
710		28
711		19
712		33
713		31
714		34
715		27
716		35
717		31
718		24
719		27
720		24
721		28
