Tamaños		Cantidades
1		163457
2		42312
3		26885
4		18237
5		12923
6		10010
7		7723
8		6336
9		5312
10		4439
11		3851
12		3420
13		3031
14		2727
15		2330
16		2084
17		2003
18		1792
19		1637
20		1638
21		1404
22		1435
23		1278
24		1163
25		1154
26		1051
27		919
28		923
29		873
30		818
31		806
32		742
33		699
34		661
35		696
36		648
37		611
38		622
39		600
40		526
41		496
42		519
43		498
44		522
45		478
46		480
47		443
48		429
49		416
50		394
51		378
52		385
53		360
54		344
55		318
56		376
57		354
58		327
59		320
60		300
61		348
62		330
63		317
64		291
65		290
66		295
67		293
68		331
69		300
70		298
71		267
72		276
73		277
74		276
75		271
76		289
77		265
78		265
79		270
80		259
81		269
82		232
83		286
84		270
85		262
86		269
87		259
88		251
89		250
90		268
91		240
92		248
93		248
94		245
95		267
96		243
97		258
98		247
99		251
100		221
101		239
102		275
103		216
104		264
105		261
106		229
107		224
108		219
109		224
110		235
111		222
112		243
113		231
114		248
115		237
116		220
117		209
118		236
119		227
120		226
121		216
122		178
123		196
124		216
125		219
126		210
127		177
128		176
129		190
130		198
131		168
132		197
133		151
134		164
135		146
136		138
137		155
138		140
139		117
140		118
141		158
142		110
143		110
144		108
145		117
146		91
147		86
148		63
149		75
150		63
151		73
152		72
153		62
154		48
155		45
156		45
157		42
158		37
159		28
160		26
161		24
162		18
163		23
164		9
165		10
166		8
167		7
168		3
169		5
170		3
171		2
172		2
173		1
174		2
176		1
