Tamaños		Cantidades
1		530310
2		121643
3		74612
4		50242
5		34840
6		25557
7		20631
8		16408
9		13608
10		11419
11		9774
12		8396
13		7394
14		6476
15		5746
16		5199
17		4684
18		4304
19		3793
20		3590
21		3363
22		3168
23		2792
24		2624
25		2392
26		2341
27		2147
28		2050
29		1959
30		1763
31		1644
32		1561
33		1592
34		1430
35		1426
36		1290
37		1351
38		1260
39		1155
40		1083
41		1121
42		1030
43		1005
44		978
45		924
46		927
47		824
48		819
49		816
50		779
51		766
52		726
53		725
54		691
55		664
56		668
57		644
58		578
59		584
60		583
61		562
62		557
63		557
64		501
65		491
66		504
67		469
68		469
69		496
70		421
71		442
72		479
73		396
74		393
75		383
76		399
77		417
78		360
79		379
80		372
81		371
82		393
83		347
84		354
85		349
86		319
87		305
88		329
89		325
90		312
91		294
92		307
93		273
94		271
95		299
96		297
97		274
98		254
99		271
100		262
101		221
102		231
103		266
104		218
105		221
106		206
107		213
108		220
109		228
110		206
111		222
112		224
113		228
114		214
115		227
116		192
117		214
118		203
119		188
120		176
121		202
122		173
123		199
124		183
125		177
126		156
127		188
128		185
129		162
130		190
131		158
132		194
133		186
134		182
135		169
136		153
137		164
138		151
139		134
140		153
141		141
142		166
143		140
144		133
145		137
146		151
147		140
148		107
149		134
150		158
151		145
152		149
153		119
154		116
155		127
156		120
157		109
158		126
159		131
160		116
161		114
162		121
163		114
164		111
165		139
166		124
167		125
168		105
169		127
170		123
171		128
172		107
173		94
174		107
175		114
176		114
177		120
178		109
179		117
180		120
181		105
182		98
183		102
184		110
185		111
186		129
187		105
188		88
189		83
190		110
191		96
192		97
193		95
194		94
195		116
196		107
197		101
198		95
199		118
200		90
201		90
202		101
203		99
204		103
205		105
206		86
207		111
208		72
209		93
210		79
211		91
212		98
213		80
214		96
215		103
216		116
217		86
218		79
219		91
220		86
221		81
222		79
223		84
224		79
225		87
226		95
227		88
228		84
229		94
230		68
231		73
232		76
233		88
234		80
235		75
236		73
237		78
238		89
239		86
240		85
241		86
242		93
243		78
244		84
245		80
246		90
247		92
248		78
249		70
250		78
251		80
252		77
253		87
254		99
255		64
256		87
257		68
258		85
259		73
260		60
261		74
262		73
263		72
264		80
265		82
266		75
267		74
268		72
269		79
270		78
271		70
272		68
273		69
274		67
275		67
276		66
277		78
278		62
279		67
280		71
281		81
282		69
283		78
284		66
285		72
286		78
287		64
288		59
289		67
290		59
291		72
292		83
293		57
294		97
295		69
296		77
297		88
298		66
299		87
300		74
301		81
302		79
303		80
304		62
305		72
306		84
307		78
308		52
309		70
310		82
311		70
312		62
313		89
314		66
315		72
316		71
317		73
318		81
319		64
320		71
321		71
322		83
323		66
324		61
325		78
326		72
327		86
328		70
329		63
330		55
331		66
332		76
333		61
334		66
335		72
336		71
337		81
338		60
339		69
340		68
341		55
342		49
343		84
344		58
345		61
346		63
347		63
348		63
349		68
350		69
351		61
352		78
353		70
354		67
355		68
356		64
357		77
358		60
359		74
360		76
361		60
362		54
363		60
364		75
365		57
366		63
367		88
368		64
369		62
370		75
371		70
372		64
373		60
374		66
375		58
376		65
377		73
378		66
379		68
380		76
381		66
382		64
383		69
384		84
385		80
386		72
387		64
388		75
389		62
390		71
391		56
392		72
393		64
394		75
395		78
396		65
397		77
398		63
399		68
400		67
401		81
402		74
403		59
404		69
405		61
406		74
407		81
408		69
409		56
410		76
411		64
412		59
413		60
414		64
415		88
416		60
417		68
418		73
419		80
420		54
421		80
422		61
423		69
424		66
425		59
426		54
427		64
428		65
429		63
430		56
431		78
432		49
433		75
434		62
435		64
436		71
437		67
438		66
439		53
440		67
441		61
442		50
443		45
444		55
445		72
446		50
447		65
448		68
449		64
450		65
451		68
452		67
453		52
454		64
455		57
456		78
457		78
458		70
459		65
460		62
461		64
462		75
463		56
464		69
465		49
466		48
467		65
468		70
469		60
470		56
471		55
472		51
473		52
474		51
475		72
476		56
477		62
478		59
479		60
480		59
481		56
482		45
483		49
484		52
485		41
486		52
487		50
488		47
489		46
490		56
491		60
492		47
493		47
494		43
495		51
496		57
497		54
498		53
499		42
500		50
501		40
502		46
503		41
504		38
505		36
506		34
507		46
508		30
509		45
510		39
511		32
512		45
513		44
514		35
515		33
516		32
517		29
518		41
519		47
520		50
521		36
522		39
523		29
524		39
525		27
526		35
527		26
528		28
529		36
530		33
531		28
532		28
533		30
534		28
535		17
536		29
537		27
538		36
539		28
540		31
541		27
542		27
543		25
544		26
545		26
546		27
547		25
548		26
549		26
550		25
551		19
552		24
553		22
554		21
555		27
556		15
557		12
558		24
559		19
560		16
561		15
562		16
563		16
564		20
565		16
566		16
567		12
568		25
569		12
570		11
571		19
572		10
573		9
574		12
575		11
576		13
577		6
578		6
579		11
580		9
581		9
582		5
583		10
584		11
585		5
586		3
587		5
588		4
589		8
590		10
591		4
592		4
593		5
594		2
595		4
596		4
597		3
598		3
599		3
600		3
601		1
602		4
603		1
605		1
607		2
608		1
609		3
610		1
611		1
612		2
616		1
621		1
622		2
625		1
628		1
629		1
630		1
631		1
642		1
