Tamaños		Cantidades
1		386324
2		47984
3		22905
4		12267
5		7107
6		4498
7		3040
8		2145
9		1538
10		1152
11		908
12		675
13		539
14		451
15		400
16		325
17		243
18		196
19		179
20		143
21		145
22		116
23		97
24		87
25		94
26		70
27		76
28		59
29		55
30		49
31		35
32		33
33		31
34		20
35		18
36		22
37		23
38		23
39		14
40		12
41		18
42		14
43		16
44		5
45		13
46		16
47		7
48		11
49		7
50		7
51		10
52		6
53		7
54		4
55		4
56		3
57		12
58		4
59		6
60		4
61		3
62		3
63		1
64		2
65		2
66		2
67		5
68		2
69		2
70		3
71		1
72		1
73		1
75		3
77		4
80		1
81		1
82		2
83		4
84		2
85		1
86		1
87		1
88		4
89		3
92		1
93		2
98		1
99		1
100		1
101		1
102		1
103		1
105		1
107		2
108		1
112		1
118		1
129		1
144		1
182		1
189		1
2808		1
2830		1
2854		1
2865		1
2868		1
2872		1
2880		1
2883		2
2884		1
2891		2
2894		1
2896		2
2897		1
2898		1
2900		1
2901		1
2902		2
2904		2
2906		3
2907		3
2909		1
2912		2
2913		1
2914		2
2915		2
2916		2
2917		3
2918		3
2919		2
2920		1
2921		4
2922		1
2923		2
2924		2
2925		3
2927		3
2928		3
2929		2
2930		7
2931		4
2932		4
2933		3
2934		10
2935		3
2936		6
2937		4
2938		4
2939		4
2940		3
2941		7
2942		7
2943		8
2944		7
2945		12
2946		7
2947		10
2948		12
2949		11
2950		11
2951		17
2952		15
2953		24
2954		8
2955		15
2956		17
2957		22
2958		20
2959		21
2960		23
2961		26
2962		25
2963		27
2964		28
2965		27
2966		29
2967		27
2968		36
2969		34
2970		41
2971		28
2972		38
2973		47
2974		42
2975		41
2976		49
2977		57
2978		48
2979		54
2980		62
2981		61
2982		69
2983		55
2984		72
2985		74
2986		73
2987		71
2988		89
2989		69
2990		105
2991		84
2992		107
2993		96
2994		103
2995		115
2996		110
2997		114
2998		146
2999		139
3000		139
3001		132
3002		145
3003		158
3004		156
3005		157
3006		172
3007		191
3008		179
3009		185
3010		186
3011		189
3012		193
3013		186
3014		231
3015		219
3016		218
3017		216
3018		248
3019		246
3020		224
3021		240
3022		258
3023		256
3024		287
3025		283
3026		287
3027		302
3028		282
3029		268
3030		282
3031		326
3032		279
3033		324
3034		313
3035		286
3036		279
3037		340
3038		322
3039		296
3040		323
3041		294
3042		315
3043		351
3044		343
3045		294
3046		347
3047		344
3048		331
3049		297
3050		299
3051		340
3052		307
3053		303
3054		306
3055		305
3056		335
3057		288
3058		294
3059		334
3060		279
3061		266
3062		280
3063		258
3064		278
3065		265
3066		263
3067		235
3068		248
3069		240
3070		234
3071		219
3072		200
3073		242
3074		208
3075		195
3076		202
3077		218
3078		216
3079		168
3080		182
3081		171
3082		165
3083		171
3084		162
3085		146
3086		151
3087		133
3088		124
3089		103
3090		123
3091		119
3092		118
3093		100
3094		104
3095		103
3096		104
3097		87
3098		82
3099		69
3100		67
3101		53
3102		69
3103		59
3104		66
3105		54
3106		47
3107		45
3108		42
3109		50
3110		45
3111		39
3112		37
3113		20
3114		23
3115		38
3116		17
3117		21
3118		19
3119		13
3120		19
3121		11
3122		10
3123		7
3124		17
3125		12
3126		16
3127		10
3128		11
3129		7
3130		10
3131		6
3132		4
3133		5
3134		7
3135		7
3136		3
3137		3
3138		2
3139		4
3141		8
3142		2
3143		5
3144		1
3145		2
3148		1
3149		3
3150		1
3152		1
3155		1
3156		1
3157		1
3158		1
3160		1
3163		1
3165		1
3169		1
