Tamaños		Cantidades
1		7148423
2		2134326
3		1279775
4		819739
5		556936
6		393685
7		287556
8		216031
9		165336
10		127604
11		100360
12		79746
13		63459
14		51713
15		42025
16		33909
17		27949
18		22881
19		19091
20		15502
21		13099
22		10805
23		9035
24		7522
25		6389
26		5172
27		4486
28		3833
29		3253
30		2672
31		2275
32		1830
33		1615
34		1444
35		1161
36		1029
37		825
38		682
39		647
40		532
41		492
42		372
43		354
44		278
45		252
46		224
47		190
48		159
49		114
50		83
51		109
52		88
53		71
54		57
55		58
56		47
57		47
58		28
59		25
60		19
61		27
62		24
63		17
64		21
65		9
66		9
67		7
68		9
69		8
70		6
71		7
72		6
73		7
74		5
75		5
76		4
77		2
78		1
79		1
80		1
84		2
85		1
87		1
89		1
90		1
93		1
95		1
100		1
104		1
