Tamaños		Cantidades
1		721649
2		110077
3		56981
4		33137
5		20678
6		13832
7		9911
8		7216
9		5630
10		4362
11		3476
12		2739
13		2411
14		1988
15		1633
16		1352
17		1186
18		1082
19		840
20		806
21		772
22		603
23		541
24		525
25		463
26		388
27		362
28		369
29		326
30		288
31		290
32		246
33		216
34		212
35		166
36		183
37		157
38		159
39		143
40		125
41		139
42		122
43		100
44		91
45		98
46		81
47		89
48		89
49		77
50		70
51		52
52		71
53		67
54		58
55		69
56		57
57		50
58		39
59		41
60		39
61		58
62		40
63		39
64		30
65		41
66		38
67		27
68		34
69		26
70		23
71		32
72		33
73		32
74		22
75		20
76		15
77		20
78		18
79		19
80		21
81		13
82		22
83		16
84		20
85		12
86		14
87		19
88		18
89		12
90		15
91		16
92		15
93		7
94		13
95		12
96		8
97		5
98		10
99		13
100		7
101		11
102		7
103		8
104		8
105		8
106		8
107		7
108		8
109		8
110		8
111		3
112		5
113		5
114		6
115		2
116		6
117		2
118		4
119		5
120		6
121		5
122		5
123		5
124		4
125		2
126		2
127		5
128		5
129		5
130		5
131		2
132		4
134		2
135		4
136		1
137		7
138		1
139		1
140		6
141		3
142		2
143		3
144		7
145		5
146		2
147		4
148		2
149		1
150		1
151		1
153		2
154		1
155		4
156		2
157		2
158		1
159		1
160		2
161		1
162		1
163		1
165		1
166		1
167		2
168		1
169		1
170		1
171		4
173		1
174		3
176		1
177		4
178		2
179		2
180		1
181		1
182		2
183		1
184		1
185		1
186		2
187		1
188		1
189		1
190		1
191		1
192		2
195		1
198		1
200		1
201		1
206		1
208		1
210		1
211		1
216		3
217		2
218		2
219		1
220		1
221		1
224		1
225		2
230		1
231		1
233		2
235		2
241		1
242		1
243		1
247		1
248		1
254		2
256		1
265		4
269		1
272		2
273		1
277		1
281		1
284		1
292		1
293		1
298		1
300		1
303		1
315		1
316		1
324		1
327		1
328		1
329		1
337		1
352		1
361		1
397		1
405		1
408		1
410		1
459		1
2216		1
2273		1
2312		1
2318		1
2344		1
2348		1
2365		1
2372		1
2374		1
2376		1
2380		1
2389		1
2390		1
2399		1
2400		2
2421		1
2422		1
2423		1
2424		1
2426		1
2427		1
2429		1
2440		1
2443		1
2453		1
2454		1
2457		1
2466		1
2467		1
2472		1
2475		1
2478		1
2481		1
2482		2
2483		1
2487		1
2490		1
2493		1
2497		1
2499		1
2500		2
2501		3
2502		1
2505		1
2506		1
2507		2
2509		1
2514		1
2515		1
2520		1
2522		1
2524		1
2525		1
2528		1
2529		1
2533		1
2534		3
2535		1
2538		2
2543		1
2547		2
2548		1
2549		2
2550		2
2551		2
2552		3
2553		1
2555		3
2557		1
2558		1
2559		3
2560		2
2561		1
2562		1
2563		3
2565		2
2567		2
2568		2
2569		1
2570		3
2571		1
2572		1
2573		5
2574		2
2575		1
2576		3
2577		2
2578		1
2580		2
2581		2
2582		1
2583		2
2584		6
2585		3
2586		2
2588		4
2589		3
2590		1
2591		1
2592		7
2593		3
2594		1
2595		4
2596		1
2597		1
2598		3
2599		4
2600		5
2601		3
2602		3
2603		3
2604		6
2605		6
2606		6
2607		5
2608		5
2609		9
2610		2
2611		5
2612		8
2613		3
2614		2
2615		6
2616		3
2617		3
2618		3
2619		8
2620		2
2621		10
2622		8
2623		2
2624		4
2625		5
2626		8
2627		5
2628		7
2629		4
2630		11
2631		6
2632		10
2633		9
2634		13
2635		6
2636		8
2637		8
2638		12
2639		11
2640		12
2641		7
2642		13
2643		13
2644		10
2645		10
2646		9
2647		13
2648		14
2649		10
2650		10
2651		20
2652		13
2653		14
2654		15
2655		14
2656		8
2657		18
2658		16
2659		14
2660		15
2661		17
2662		15
2663		16
2664		15
2665		17
2666		17
2667		25
2668		23
2669		17
2670		18
2671		22
2672		25
2673		26
2674		21
2675		32
2676		31
2677		31
2678		18
2679		34
2680		21
2681		33
2682		29
2683		31
2684		28
2685		30
2686		38
2687		33
2688		30
2689		16
2690		38
2691		35
2692		45
2693		41
2694		41
2695		38
2696		41
2697		40
2698		40
2699		49
2700		47
2701		52
2702		44
2703		56
2704		40
2705		53
2706		58
2707		63
2708		58
2709		58
2710		61
2711		58
2712		74
2713		77
2714		69
2715		63
2716		69
2717		67
2718		76
2719		76
2720		62
2721		68
2722		84
2723		90
2724		73
2725		96
2726		90
2727		92
2728		100
2729		88
2730		92
2731		98
2732		98
2733		111
2734		119
2735		106
2736		97
2737		118
2738		128
2739		134
2740		119
2741		145
2742		125
2743		108
2744		122
2745		147
2746		137
2747		131
2748		150
2749		141
2750		116
2751		147
2752		180
2753		154
2754		145
2755		135
2756		154
2757		149
2758		158
2759		179
2760		159
2761		158
2762		169
2763		184
2764		191
2765		188
2766		163
2767		199
2768		181
2769		175
2770		185
2771		219
2772		183
2773		186
2774		199
2775		211
2776		215
2777		196
2778		203
2779		211
2780		221
2781		187
2782		223
2783		223
2784		211
2785		209
2786		238
2787		214
2788		223
2789		234
2790		264
2791		241
2792		237
2793		209
2794		227
2795		206
2796		222
2797		201
2798		220
2799		180
2800		236
2801		211
2802		226
2803		223
2804		229
2805		196
2806		202
2807		231
2808		217
2809		239
2810		223
2811		199
2812		191
2813		217
2814		195
2815		207
2816		211
2817		199
2818		178
2819		198
2820		192
2821		184
2822		196
2823		184
2824		191
