Tamaños		Cantidades
1		65921
2		4942
3		1845
4		885
5		384
6		226
7		139
8		87
9		52
10		33
11		27
12		18
13		12
14		6
15		16
16		4
17		6
18		3
19		3
21		2
22		3
23		3
24		2
25		1
30		1
36		1
3387		1
3388		1
3389		1
3392		1
3394		4
3396		1
3397		3
3398		2
3399		3
3400		3
3401		4
3402		2
3403		2
3404		3
3405		8
3406		7
3407		7
3408		8
3409		12
3410		9
3411		7
3412		14
3413		10
3414		13
3415		11
3416		16
3417		9
3418		20
3419		23
3420		23
3421		27
3422		21
3423		36
3424		30
3425		37
3426		35
3427		43
3428		53
3429		66
3430		49
3431		67
3432		66
3433		62
3434		69
3435		86
3436		100
3437		120
3438		128
3439		119
3440		113
3441		132
3442		135
3443		149
3444		153
3445		150
3446		195
3447		186
3448		191
3449		209
3450		218
3451		250
3452		263
3453		277
3454		246
3455		249
3456		296
3457		303
3458		304
3459		327
3460		313
3461		348
3462		354
3463		368
3464		376
3465		382
3466		431
3467		419
3468		422
3469		463
3470		397
3471		441
3472		452
3473		404
3474		423
3475		467
3476		467
3477		446
3478		457
3479		458
3480		480
3481		464
3482		430
3483		443
3484		433
3485		449
3486		445
3487		458
3488		422
3489		407
3490		432
3491		397
3492		390
3493		396
3494		363
3495		339
3496		355
3497		317
3498		308
3499		305
3500		293
3501		304
3502		270
3503		275
3504		259
3505		265
3506		236
3507		210
3508		216
3509		196
3510		184
3511		170
3512		159
3513		149
3514		132
3515		139
3516		126
3517		128
3518		117
3519		107
3520		90
3521		95
3522		88
3523		58
3524		66
3525		59
3526		54
3527		40
3528		48
3529		38
3530		31
3531		42
3532		26
3533		21
3534		17
3535		28
3536		17
3537		17
3538		19
3539		9
3540		11
3541		8
3542		12
3543		11
3544		6
3545		5
3546		8
3547		7
3548		3
3549		5
3550		2
3551		1
3552		3
3553		1
3554		1
3555		3
3556		2
3557		2
3558		1
3566		1
