Tamaños		Cantidades
1		3676287
2		959087
3		604489
4		409894
5		298541
6		226311
7		179628
8		146446
9		121498
10		103676
11		89181
12		77253
13		68345
14		60214
15		53636
16		48671
17		43848
18		39848
19		36492
20		33501
21		30512
22		28329
23		26765
24		24353
25		22349
26		21237
27		19926
28		18676
29		17516
30		16456
31		15647
32		14546
33		13672
34		13083
35		12248
36		11708
37		11021
38		10616
39		9972
40		9499
41		9178
42		8528
43		8331
44		7872
45		7573
46		7155
47		6891
48		6760
49		6356
50		6184
51		5768
52		5634
53		5320
54		5231
55		5083
56		4785
57		4603
58		4579
59		4214
60		4182
61		3994
62		3850
63		3873
64		3662
65		3430
66		3427
67		3292
68		3253
69		3023
70		2920
71		2899
72		2751
73		2683
74		2506
75		2493
76		2451
77		2354
78		2328
79		2225
80		2085
81		2021
82		1960
83		2049
84		1920
85		1803
86		1816
87		1797
88		1691
89		1639
90		1627
91		1551
92		1501
93		1517
94		1361
95		1415
96		1436
97		1383
98		1303
99		1293
100		1243
101		1184
102		1189
103		1111
104		1106
105		1107
106		983
107		1058
108		1035
109		980
110		929
111		906
112		889
113		866
114		862
115		864
116		806
117		797
118		738
119		766
120		700
121		716
122		695
123		669
124		673
125		658
126		637
127		670
128		583
129		556
130		540
131		563
132		516
133		528
134		539
135		498
136		521
137		499
138		488
139		474
140		445
141		450
142		472
143		413
144		421
145		385
146		376
147		357
148		388
149		335
150		329
151		363
152		334
153		320
154		356
155		315
156		312
157		291
158		300
159		317
160		300
161		288
162		285
163		298
164		261
165		264
166		244
167		258
168		249
169		214
170		209
171		229
172		226
173		204
174		239
175		194
176		208
177		222
178		192
179		186
180		207
181		188
182		174
183		194
184		152
185		168
186		171
187		167
188		158
189		145
190		167
191		181
192		178
193		152
194		134
195		135
196		147
197		132
198		155
199		145
200		132
201		130
202		102
203		121
204		120
205		121
206		115
207		121
208		137
209		113
210		104
211		88
212		103
213		106
214		113
215		97
216		77
217		96
218		92
219		85
220		91
221		92
222		82
223		96
224		76
225		77
226		74
227		70
228		65
229		72
230		58
231		83
232		61
233		65
234		64
235		73
236		65
237		75
238		58
239		64
240		53
241		47
242		50
243		35
244		52
245		45
246		51
247		66
248		42
249		40
250		54
251		49
252		41
253		38
254		38
255		38
256		42
257		56
258		44
259		44
260		49
261		32
262		32
263		40
264		39
265		38
266		35
267		30
268		29
269		46
270		40
271		46
272		34
273		39
274		27
275		35
276		29
277		34
278		31
279		29
280		29
281		26
282		24
283		23
284		20
285		29
286		23
287		20
288		30
289		24
290		23
291		21
292		24
293		32
294		25
295		25
296		26
297		14
298		25
299		28
300		23
301		23
302		17
303		17
304		14
305		15
306		17
307		12
308		15
309		16
310		17
311		20
312		15
313		19
314		16
315		15
316		22
317		7
318		10
319		12
320		14
321		14
322		11
323		17
324		19
325		12
326		11
327		16
328		10
329		15
330		12
331		6
332		12
333		13
334		14
335		9
336		8
337		11
338		8
339		5
340		12
341		6
342		8
343		12
344		9
345		10
346		8
347		13
348		6
349		3
350		7
351		9
352		6
353		9
354		9
355		9
356		6
357		10
358		7
359		3
360		7
361		5
362		9
363		5
364		9
365		8
366		4
367		3
368		5
369		2
370		5
371		5
372		3
373		8
374		3
375		3
376		4
377		5
378		2
379		7
380		4
381		4
382		6
383		8
384		2
385		5
386		6
387		2
388		7
390		2
391		4
392		1
393		6
394		3
395		9
396		2
397		4
399		3
400		5
401		5
402		2
403		4
404		4
405		2
406		2
407		3
408		4
409		2
410		3
411		2
413		5
414		6
415		1
416		1
417		1
418		4
419		2
421		1
422		2
423		2
424		2
425		4
426		2
427		1
428		4
429		4
430		1
431		2
432		3
433		2
434		1
435		1
436		2
437		1
438		1
440		3
442		1
444		2
445		1
447		4
448		1
449		2
450		2
451		1
452		1
453		3
454		2
455		1
456		3
457		1
458		2
459		3
461		2
463		2
464		3
465		1
467		3
469		1
471		2
472		2
475		1
478		1
480		1
481		2
483		1
485		3
486		1
487		1
488		3
490		1
491		2
492		1
499		1
500		3
503		1
505		1
512		1
513		1
514		2
515		2
517		1
518		2
520		1
521		1
523		2
524		1
525		1
528		1
533		1
537		1
545		1
549		1
551		2
556		1
558		2
560		1
570		1
571		1
573		1
581		1
589		1
592		1
597		1
603		1
610		1
611		1
617		1
683		1
