4		0.561110		0.103029
8		0.579354		0.070389
16		0.588126		0.045038
24		0.591408		0.033475
28		0.591909		0.028929
32		0.593725		0.027908
40		0.592689		0.023366
48		0.592461		0.020810
64		0.592220		0.016927
80		0.592505		0.014317
96		0.592492		0.012450
112		0.592471		0.010804
128		0.592586		0.009654
256		0.592749		0.005375
