Tamaños		Cantidades
1		7235449
2		1466587
3		859249
4		548205
5		378986
6		274948
7		209944
8		165463
9		134464
10		111142
11		93024
12		79514
13		68916
14		60588
15		52826
16		47023
17		41823
18		37810
19		34254
20		31079
21		28474
22		26069
23		23948
24		22029
25		20560
26		19133
27		17818
28		16625
29		15553
30		14622
31		13708
32		13015
33		12221
34		11493
35		10926
36		10455
37		9910
38		9342
39		8939
40		8609
41		8020
42		7642
43		7503
44		7007
45		6992
46		6666
47		6428
48		6066
49		5762
50		5788
51		5472
52		5101
53		5149
54		4800
55		4693
56		4591
57		4392
58		4314
59		4078
60		3931
61		3845
62		3835
63		3590
64		3582
65		3412
66		3350
67		3305
68		3115
69		2997
70		3013
71		2816
72		2780
73		2834
74		2655
75		2576
76		2670
77		2543
78		2349
79		2412
80		2297
81		2265
82		2286
83		2092
84		2048
85		2060
86		2034
87		2025
88		1978
89		1860
90		1832
91		1818
92		1804
93		1747
94		1710
95		1698
96		1651
97		1622
98		1643
99		1591
100		1544
101		1425
102		1432
103		1422
104		1401
105		1392
106		1343
107		1342
108		1297
109		1334
110		1294
111		1244
112		1239
113		1219
114		1196
115		1233
116		1201
117		1138
118		1095
119		1143
120		1067
121		1052
122		1077
123		1046
124		1011
125		1007
126		952
127		950
128		908
129		933
130		918
131		889
132		881
133		925
134		860
135		884
136		879
137		844
138		778
139		819
140		828
141		827
142		749
143		802
144		790
145		756
146		729
147		751
148		754
149		726
150		676
151		747
152		685
153		690
154		691
155		694
156		686
157		682
158		645
159		660
160		627
161		586
162		643
163		624
164		621
165		600
166		596
167		605
168		566
169		530
170		578
171		550
172		559
173		565
174		502
175		547
176		545
177		509
178		538
179		547
180		556
181		524
182		525
183		499
184		476
185		494
186		495
187		443
188		567
189		459
190		456
191		442
192		465
193		471
194		491
195		432
196		428
197		434
198		462
199		436
200		447
201		418
202		426
203		422
204		421
205		413
206		384
207		373
208		435
209		369
210		388
211		393
212		339
213		370
214		372
215		367
216		338
217		376
218		369
219		332
220		337
221		323
222		366
223		339
224		314
225		340
226		321
227		343
228		343
229		333
230		328
231		312
232		336
233		307
234		295
235		337
236		320
237		325
238		293
239		313
240		299
241		337
242		287
243		282
244		289
245		304
246		272
247		290
248		288
249		303
250		284
251		282
252		264
253		259
254		259
255		240
256		263
257		266
258		271
259		266
260		266
261		226
262		250
263		246
264		247
265		261
266		245
267		232
268		224
269		224
270		265
271		241
272		211
273		226
274		225
275		229
276		234
277		234
278		232
279		181
280		241
281		229
282		214
283		208
284		227
285		236
286		230
287		232
288		219
289		212
290		218
291		197
292		229
293		219
294		224
295		178
296		213
297		228
298		201
299		224
300		197
301		226
302		212
303		200
304		189
305		196
306		190
307		227
308		191
309		201
310		188
311		172
312		164
313		166
314		189
315		152
316		198
317		173
318		167
319		175
320		159
321		209
322		189
323		201
324		150
325		174
326		176
327		178
328		153
329		158
330		161
331		180
332		177
333		179
334		146
335		164
336		174
337		173
338		169
339		145
340		164
341		177
342		176
343		150
344		150
345		153
346		159
347		151
348		129
349		157
350		165
351		152
352		146
353		152
354		162
355		115
356		131
357		151
358		144
359		139
360		161
361		141
362		150
363		137
364		134
365		145
366		134
367		169
368		136
369		162
370		147
371		120
372		123
373		159
374		139
375		144
376		117
377		109
378		135
379		117
380		140
381		127
382		121
383		120
384		140
385		134
386		126
387		135
388		117
389		144
390		123
391		120
392		126
393		119
394		147
395		116
396		118
397		110
398		120
399		122
400		107
401		116
402		116
403		108
404		111
405		128
406		123
407		126
408		125
409		115
410		121
411		110
412		119
413		116
414		109
415		110
416		115
417		95
418		96
419		111
420		94
421		113
422		111
423		122
424		120
425		102
426		103
427		111
428		104
429		117
430		121
431		99
432		93
433		88
434		93
435		96
436		116
437		118
438		101
439		106
440		110
441		94
442		88
443		107
444		115
445		105
446		109
447		106
448		96
449		114
450		105
451		93
452		112
453		89
454		80
455		87
456		96
457		103
458		88
459		92
460		83
461		84
462		93
463		90
464		95
465		100
466		94
467		99
468		88
469		89
470		80
471		103
472		96
473		78
474		94
475		107
476		105
477		86
478		77
479		91
480		88
481		99
482		94
483		87
484		78
485		92
486		83
487		72
488		72
489		97
490		92
491		91
492		95
493		93
494		82
495		92
496		99
497		90
498		77
499		78
500		76
501		81
502		87
503		71
504		73
505		75
506		98
507		78
508		87
509		80
510		89
511		91
512		58
513		91
514		91
515		70
516		78
517		87
518		71
519		75
520		74
521		87
522		82
523		78
524		78
525		84
526		80
527		74
528		83
529		68
530		76
531		79
532		62
533		66
534		78
535		72
536		65
537		64
538		67
539		78
540		76
541		93
542		80
543		89
544		88
545		75
546		81
547		81
548		69
549		61
550		65
551		68
552		79
553		66
554		63
555		65
556		71
557		67
558		74
559		53
560		73
561		65
562		51
563		72
564		66
565		63
566		66
567		61
568		64
569		59
570		77
571		50
572		69
573		66
574		67
575		52
576		61
577		63
578		56
579		68
580		68
581		58
582		61
583		64
584		62
585		47
586		55
587		54
588		57
589		42
590		71
591		57
592		54
593		48
594		50
595		60
596		60
597		79
598		51
599		67
600		63
601		69
602		59
603		62
604		60
605		64
606		59
607		56
608		56
609		68
610		69
611		65
612		45
613		49
614		55
615		65
616		62
617		62
618		56
619		73
620		62
621		56
622		45
623		57
624		60
625		47
626		63
627		59
628		73
629		60
630		51
631		42
632		45
633		52
634		60
635		60
636		50
637		44
638		50
639		56
640		49
641		54
642		61
643		65
644		53
645		67
646		62
647		51
648		47
649		69
650		43
651		61
652		62
653		65
654		50
655		45
656		56
657		43
658		45
659		50
660		46
661		56
662		46
663		44
664		49
665		54
666		39
667		38
668		60
669		50
670		56
671		46
672		46
673		46
674		46
675		47
676		44
677		58
678		50
679		51
680		47
681		41
682		47
683		37
684		54
685		46
686		56
687		37
688		39
689		43
690		40
691		51
692		43
693		56
694		48
695		39
696		40
697		38
698		49
699		52
700		41
701		41
702		41
703		49
704		40
705		37
706		59
707		52
708		51
709		49
710		56
711		48
712		45
713		38
714		37
715		41
716		46
717		40
718		50
719		49
720		32
721		47
722		40
723		59
724		46
725		46
726		36
727		41
728		37
729		38
730		37
731		33
732		36
733		51
734		46
735		45
736		33
737		45
738		36
739		43
740		37
741		37
742		61
743		48
744		39
745		30
746		52
747		52
748		39
749		51
750		32
751		44
752		36
753		50
754		38
755		44
756		34
757		41
758		54
759		35
760		36
761		37
762		31
763		34
764		42
765		54
766		33
767		42
768		39
769		41
770		54
771		37
772		39
773		51
774		31
775		47
776		40
777		43
778		40
779		44
780		42
781		40
782		33
783		32
784		36
785		46
786		39
787		38
