Tamaños		Cantidades
1		7589665
2		1566056
3		923871
4		593807
5		411613
6		300608
7		229742
8		182145
9		148177
10		122864
11		103347
12		88700
13		76523
14		67053
15		59269
16		52610
17		47213
18		42788
19		38443
20		35556
21		32252
22		29345
23		27379
24		25533
25		23240
26		21882
27		20380
28		19192
29		18067
30		16525
31		15928
32		14775
33		14193
34		13319
35		12581
36		12146
37		11340
38		10958
39		10363
40		9877
41		9391
42		8913
43		8730
44		8220
45		8014
46		7643
47		7376
48		7051
49		6754
50		6524
51		6210
52		6152
53		5973
54		5584
55		5476
56		5435
57		5195
58		5031
59		4835
60		4675
61		4516
62		4384
63		4371
64		4282
65		4122
66		3957
67		3877
68		3762
69		3630
70		3513
71		3413
72		3376
73		3252
74		3159
75		3174
76		3134
77		2977
78		2954
79		2856
80		2747
81		2714
82		2653
83		2651
84		2565
85		2412
86		2460
87		2348
88		2353
89		2288
90		2247
91		2200
92		2121
93		2074
94		1996
95		2034
96		1993
97		1984
98		1909
99		1871
100		1878
101		1801
102		1788
103		1787
104		1748
105		1726
106		1689
107		1572
108		1612
109		1625
110		1584
111		1567
112		1456
113		1474
114		1436
115		1395
116		1363
117		1458
118		1332
119		1402
120		1326
121		1318
122		1291
123		1338
124		1181
125		1195
126		1182
127		1262
128		1149
129		1182
130		1129
131		1129
132		1168
133		1085
134		1072
135		1096
136		1073
137		1010
138		1026
139		1015
140		1001
141		959
142		1016
143		995
144		955
145		907
146		928
147		952
148		930
149		859
150		903
151		893
152		845
153		838
154		880
155		831
156		797
157		831
158		879
159		805
160		810
161		836
162		773
163		761
164		737
165		757
166		752
167		719
168		718
169		665
170		729
171		699
172		670
173		685
174		703
175		697
176		666
177		675
178		645
179		631
180		647
181		610
182		601
183		624
184		599
185		645
186		614
187		625
188		622
189		570
190		577
191		547
192		579
193		547
194		552
195		512
196		544
197		523
198		563
199		525
200		549
201		521
202		501
203		513
204		523
205		562
206		507
207		510
208		532
209		478
210		489
211		488
212		501
213		492
214		491
215		438
216		429
217		409
218		472
219		449
220		455
221		427
222		443
223		453
224		437
225		423
226		424
227		456
228		429
229		432
230		393
231		410
232		457
233		394
234		393
235		372
236		404
237		376
238		412
239		399
240		389
241		400
242		400
243		383
244		362
245		376
246		379
247		373
248		362
249		378
250		346
251		362
252		348
253		348
254		353
255		344
256		336
257		355
258		338
259		337
260		352
261		307
262		368
263		327
264		340
265		281
266		328
267		312
268		315
269		340
270		302
271		322
272		294
273		339
274		310
275		311
276		310
277		308
278		324
279		283
280		311
281		285
282		299
283		283
284		290
285		288
286		274
287		257
288		265
289		275
290		278
291		296
292		276
293		271
294		278
295		284
296		292
297		261
298		264
299		254
300		255
301		254
302		255
303		242
304		237
305		250
306		241
307		251
308		261
309		249
310		249
311		254
312		236
313		241
314		225
315		229
316		221
317		253
318		248
319		265
320		230
321		241
322		233
323		218
324		228
325		222
326		223
327		218
328		219
329		227
330		247
331		218
332		241
333		215
334		207
335		216
336		205
337		219
338		220
339		219
340		201
341		227
342		214
343		205
344		186
345		179
346		207
347		215
348		176
349		226
350		186
351		202
352		186
353		200
354		214
355		203
356		190
357		175
358		180
359		190
360		193
361		185
362		195
363		187
364		185
365		181
366		186
367		173
368		191
369		162
370		194
371		160
372		191
373		185
374		159
375		187
376		183
377		166
378		163
379		167
380		197
381		179
382		184
383		179
384		218
385		149
386		184
387		175
388		160
389		156
390		182
391		151
392		161
393		156
394		179
395		151
396		186
397		155
398		145
399		162
400		142
401		162
402		145
403		170
404		152
405		150
406		162
407		155
408		150
409		158
410		158
411		151
412		139
413		134
414		151
415		140
416		172
417		128
418		155
419		144
420		136
421		165
422		152
423		149
424		155
425		130
426		130
427		156
428		135
429		132
430		141
431		146
432		134
433		154
434		138
435		139
436		128
437		139
438		118
439		140
440		133
441		139
442		134
443		130
444		109
445		137
446		121
447		140
448		141
449		121
450		131
451		108
452		126
453		127
454		116
455		136
456		108
457		125
458		144
459		115
460		132
461		135
462		112
463		106
464		104
465		126
466		134
467		136
468		127
469		130
470		106
471		121
472		121
473		104
474		114
475		105
476		127
477		100
478		136
479		116
480		123
481		119
482		103
483		106
484		117
485		123
486		90
487		116
488		126
489		110
490		106
491		89
492		109
493		110
494		102
495		114
496		103
497		102
498		98
499		117
500		106
501		105
502		98
503		100
504		109
505		102
506		110
507		106
508		89
509		108
510		112
511		113
512		109
513		115
514		102
515		95
516		107
517		90
518		109
519		116
520		99
521		118
522		104
523		99
524		102
525		88
526		102
527		96
528		115
529		89
530		112
531		110
532		75
533		103
534		93
535		94
536		113
537		88
538		95
539		84
540		87
541		86
542		80
543		85
544		116
545		82
546		96
547		93
548		73
549		104
550		74
551		86
552		81
553		102
554		93
555		102
556		74
557		80
558		92
559		86
560		102
561		99
562		84
563		82
564		101
565		79
566		95
567		84
568		89
569		86
570		91
571		90
572		82
573		92
574		82
575		77
576		85
577		93
578		85
579		92
580		76
581		83
582		79
583		83
584		80
585		83
586		84
587		90
588		82
589		96
590		67
591		92
592		92
593		78
594		83
595		73
596		82
597		78
598		80
599		85
600		79
601		85
602		67
603		75
604		77
605		66
606		79
607		58
608		82
609		75
610		76
611		78
612		72
613		76
614		65
615		79
616		68
617		74
618		79
619		80
620		71
621		89
622		70
623		80
624		66
625		67
626		68
627		84
628		60
629		82
630		73
631		70
632		83
633		70
634		59
635		64
636		77
637		70
638		92
639		78
640		68
641		74
642		64
643		72
644		74
645		68
646		67
647		80
648		73
649		78
650		51
651		64
652		68
653		74
654		63
655		61
656		64
657		71
658		56
659		74
660		79
661		53
662		82
663		59
664		74
665		66
666		65
667		61
668		59
669		79
670		66
671		58
672		62
673		71
674		62
675		77
676		58
677		56
678		57
679		56
680		64
681		47
682		60
683		75
684		73
685		67
686		59
687		71
688		80
689		59
