Tamaños		Cantidades
1		8019697
2		1685032
3		1002040
4		646085
5		450998
6		330491
7		254261
8		202742
9		165296
10		137447
11		116904
12		99826
13		86826
14		75902
15		67042
16		60000
17		54050
18		48753
19		44151
20		40435
21		37132
22		33909
23		31529
24		29104
25		27045
26		25459
27		23634
28		22203
29		20871
30		19506
31		18408
32		17217
33		16447
34		15636
35		14891
36		13916
37		13334
38		12900
39		12217
40		11660
41		11077
42		10449
43		10369
44		9920
45		9493
46		9233
47		8539
48		8567
49		8289
50		7862
51		7688
52		7283
53		7002
54		6842
55		6610
56		6375
57		6057
58		5965
59		5746
60		5582
61		5420
62		5564
63		5279
64		5016
65		4822
66		4716
67		4678
68		4711
69		4422
70		4330
71		4169
72		4099
73		3993
74		3948
75		3755
76		3716
77		3560
78		3604
79		3584
80		3391
81		3384
82		3211
83		3205
84		3182
85		3027
86		2932
87		2926
88		2863
89		2830
90		2810
91		2662
92		2688
93		2531
94		2449
95		2527
96		2427
97		2413
98		2326
99		2301
100		2312
101		2260
102		2214
103		2183
104		2092
105		2134
106		2042
107		2073
108		1983
109		2035
110		1950
111		1915
112		1852
113		1839
114		1820
115		1814
116		1732
117		1755
118		1709
119		1700
120		1658
121		1652
122		1632
123		1549
124		1510
125		1564
126		1479
127		1474
128		1403
129		1471
130		1484
131		1428
132		1422
133		1340
134		1428
135		1349
136		1323
137		1341
138		1247
139		1340
140		1275
141		1193
142		1246
143		1211
144		1183
145		1229
146		1208
147		1104
148		1195
149		1194
150		1098
151		1101
152		1089
153		1093
154		1115
155		1058
156		1063
157		1016
158		1006
159		1013
160		1002
161		1040
162		958
163		957
164		931
165		1002
166		899
167		924
168		886
169		899
170		905
171		869
172		986
173		881
174		908
175		869
176		856
177		870
178		845
179		842
180		819
181		810
182		770
183		800
184		791
185		721
186		781
187		740
188		746
189		726
190		758
191		732
192		732
193		670
194		735
195		707
196		728
197		714
198		725
199		707
200		662
201		663
202		648
203		676
204		615
205		672
206		660
207		613
208		625
209		594
210		610
211		638
212		552
213		575
214		590
215		602
216		588
217		562
218		569
219		579
220		592
221		584
222		555
223		537
224		564
225		499
226		540
227		557
228		521
229		532
230		544
231		558
232		500
233		533
234		535
235		483
236		530
237		548
238		526
239		555
240		456
241		480
242		517
243		488
244		513
245		501
246		420
247		466
248		480
249		446
250		483
251		438
252		476
253		438
254		475
255		449
256		448
257		446
258		478
259		442
260		415
261		431
262		449
263		402
264		403
265		408
266		433
267		425
268		359
269		437
270		388
271		398
272		399
273		387
274		400
275		372
276		394
277		437
278		410
279		414
280		396
281		356
282		389
283		361
284		380
285		395
286		367
287		369
288		385
289		360
290		386
291		367
292		348
293		367
294		344
295		355
296		363
297		328
298		324
299		365
300		344
301		325
302		339
303		325
304		369
305		304
306		349
307		333
308		331
309		325
310		334
311		333
312		319
313		292
314		308
315		310
316		307
317		296
318		317
319		309
320		282
321		269
322		296
323		250
324		309
325		288
326		301
327		283
328		271
329		310
330		319
331		296
332		297
333		279
334		293
335		278
336		284
337		290
338		281
339		291
340		273
341		287
342		289
343		265
344		263
345		258
346		273
347		269
348		260
349		278
350		260
351		253
352		268
353		245
354		257
355		241
356		229
357		239
358		260
359		227
360		244
361		247
362		244
363		241
364		228
365		248
366		246
367		224
368		213
369		234
370		241
371		230
372		231
373		258
374		230
375		224
376		208
377		228
378		220
379		195
380		235
381		221
382		222
383		212
384		230
385		244
386		218
387		220
388		249
389		228
390		210
391		238
392		215
393		221
394		217
395		214
396		208
397		225
398		235
399		222
400		220
401		214
402		203
403		198
404		211
405		223
406		226
407		198
408		211
409		208
410		208
411		195
412		204
413		186
414		179
415		197
416		200
417		199
418		191
419		186
420		202
421		174
422		182
423		184
424		155
425		189
426		173
427		182
428		177
429		175
430		169
431		197
432		172
433		194
434		202
435		179
436		182
437		172
438		188
439		191
440		177
441		180
442		185
443		143
444		158
445		166
446		177
447		188
448		165
449		174
450		157
451		163
452		169
453		191
454		158
455		179
456		155
457		180
458		168
459		177
460		128
461		179
462		159
463		174
464		154
465		176
466		183
467		174
468		154
469		151
470		150
471		157
472		158
473		141
474		163
475		159
476		150
477		162
478		139
479		156
480		159
481		155
482		171
483		142
484		141
485		149
486		179
487		143
488		150
489		156
490		154
491		135
492		149
493		122
494		162
495		152
496		139
497		129
498		150
499		144
500		145
501		136
502		142
503		177
504		127
505		128
506		126
