Tamaños		Cantidades
1		7124875
2		1434331
3		838684
4		533261
5		368486
6		267289
7		203922
8		159870
9		129630
10		106719
11		90275
12		76584
13		66053
14		57782
15		50659
16		45329
17		40405
18		36126
19		32515
20		29650
21		27071
22		24775
23		22675
24		21136
25		19705
26		18288
27		17010
28		15707
29		14836
30		13736
31		13060
32		12172
33		11665
34		11014
35		10389
36		9970
37		9246
38		8928
39		8484
40		8026
41		7631
42		7382
43		7094
44		6709
45		6523
46		6075
47		5960
48		5646
49		5421
50		5135
51		5207
52		5017
53		4799
54		4595
55		4416
56		4229
57		4120
58		3953
59		3917
60		3630
61		3609
62		3495
63		3510
64		3321
65		3267
66		3167
67		2961
68		2910
69		2824
70		2789
71		2771
72		2627
73		2512
74		2447
75		2420
76		2394
77		2374
78		2266
79		2210
80		2084
81		2124
82		2026
83		2033
84		2037
85		1938
86		1871
87		1800
88		1863
89		1723
90		1746
91		1781
92		1624
93		1653
94		1700
95		1571
96		1524
97		1543
98		1503
99		1414
100		1439
101		1446
102		1363
103		1336
104		1326
105		1299
106		1274
107		1307
108		1231
109		1263
110		1129
111		1157
112		1163
113		1097
114		1148
115		1101
116		1069
117		1071
118		1063
119		1032
120		983
121		1027
122		1001
123		973
124		970
125		932
126		952
127		966
128		869
129		863
130		883
131		840
132		860
133		874
134		789
135		815
136		774
137		735
138		780
139		741
140		704
141		775
142		732
143		697
144		688
145		746
146		698
147		640
148		649
149		660
150		691
151		666
152		635
153		654
154		634
155		653
156		602
157		593
158		611
159		627
160		551
161		572
162		616
163		571
164		543
165		560
166		549
167		577
168		542
169		528
170		537
171		517
172		516
173		505
174		484
175		487
176		488
177		465
178		496
179		486
180		482
181		475
182		470
183		479
184		457
185		450
186		425
187		431
188		457
189		457
190		419
191		404
192		425
193		373
194		431
195		433
196		380
197		414
198		402
199		408
200		380
201		402
202		364
203		367
204		380
205		390
206		350
207		365
208		373
209		356
210		377
211		351
212		351
213		320
214		345
215		337
216		347
217		354
218		333
219		356
220		318
221		347
222		346
223		309
