Tamaños		Cantidades
1		7651202
2		1580579
3		934583
4		599919
5		417132
6		304920
7		234263
8		185161
9		150550
10		124700
11		105741
12		90623
13		78884
14		68638
15		60456
16		53982
17		48176
18		43926
19		39149
20		35842
21		32880
22		30150
23		28012
24		26009
25		24214
26		22118
27		20941
28		19696
29		18229
30		17044
31		15922
32		15260
33		14321
34		13554
35		12971
36		12392
37		11824
38		11140
39		10627
40		10062
41		9880
42		9400
43		8757
44		8388
45		8044
46		7823
47		7514
48		7109
49		7039
50		6645
51		6466
52		6283
53		6073
54		5890
55		5726
56		5446
57		5357
58		5141
59		4715
60		4724
61		4775
62		4491
63		4433
64		4339
65		4211
66		4154
67		3901
68		3817
69		3768
70		3629
71		3513
72		3535
73		3514
74		3221
75		3282
76		3176
77		2959
78		2882
79		2882
80		2899
81		2845
82		2730
83		2720
84		2660
85		2575
86		2429
87		2489
88		2358
89		2385
90		2229
91		2306
92		2192
93		2153
94		2216
95		2038
96		2083
97		2005
98		1958
99		1932
100		1863
101		1841
102		1833
103		1782
104		1822
105		1735
106		1763
107		1694
108		1706
109		1683
110		1644
111		1595
112		1579
113		1468
114		1475
115		1492
116		1411
117		1389
118		1424
119		1344
120		1380
121		1317
122		1279
123		1277
124		1273
125		1236
126		1183
127		1249
128		1297
129		1241
130		1218
131		1149
132		1176
133		1185
134		1071
135		1073
136		1105
137		1091
138		1077
139		1127
140		1048
141		1042
142		974
143		974
144		953
145		940
146		944
147		916
148		964
149		938
150		973
151		879
152		913
153		924
154		915
155		871
156		876
157		855
158		866
159		860
160		762
161		810
162		782
163		801
164		813
165		753
166		757
167		729
168		707
169		738
170		736
171		717
172		705
173		716
174		764
175		728
176		668
177		689
178		680
179		714
180		655
181		613
182		626
183		685
184		674
185		635
186		641
187		662
188		579
189		633
190		588
191		615
192		643
193		538
194		573
195		610
196		584
197		568
198		551
199		582
200		533
201		534
202		573
203		491
204		528
205		536
206		505
207		512
208		493
209		530
210		561
211		480
212		495
213		492
214		522
215		516
216		455
217		461
218		480
219		465
220		507
221		415
222		513
223		474
224		465
225		429
226		420
227		440
228		433
229		458
230		403
231		432
232		438
233		449
234		421
235		407
236		409
237		420
238		424
239		401
240		440
241		424
242		409
243		371
244		384
245		374
246		391
247		368
248		405
249		381
250		365
251		387
252		386
253		314
254		352
255		385
256		329
257		332
258		322
259		308
260		338
261		334
262		335
263		328
264		332
265		339
266		323
267		319
268		344
269		353
270		304
271		321
272		332
273		299
274		278
275		333
276		264
277		305
278		294
279		314
280		319
281		315
282		293
283		255
284		284
285		315
286		292
287		273
288		286
289		285
290		285
291		280
292		267
293		282
294		261
295		280
296		254
297		257
298		273
299		291
300		260
301		277
302		289
303		274
304		271
305		279
306		282
307		274
308		243
309		235
310		272
311		238
312		247
313		268
314		261
315		255
316		236
317		234
318		241
319		246
320		258
321		237
322		216
323		221
324		252
325		264
326		255
327		219
328		224
329		241
330		225
331		209
332		258
333		223
334		242
335		217
336		222
337		219
338		226
339		187
340		216
341		218
342		214
343		214
344		194
345		234
346		198
347		214
348		200
349		209
350		219
351		203
352		186
353		239
354		217
355		202
356		216
357		226
358		214
359		199
360		202
361		178
362		232
363		180
364		198
365		206
366		216
367		150
368		215
369		177
370		167
371		180
372		171
373		194
374		174
375		183
376		188
377		207
378		193
379		150
380		187
381		178
382		173
383		161
384		181
385		198
386		164
387		178
388		139
389		175
390		189
391		179
392		195
393		184
394		156
395		169
396		170
397		162
398		160
399		199
400		151
401		154
402		157
403		173
404		153
405		164
406		143
407		149
408		136
409		185
410		164
411		153
412		168
413		158
414		154
415		156
416		151
417		166
418		156
419		144
420		171
421		162
422		167
423		136
424		133
425		150
426		117
427		163
428		150
429		133
430		135
431		151
432		149
433		140
434		166
435		144
436		148
437		131
438		136
439		128
440		143
441		156
442		126
443		132
444		126
445		121
446		131
447		153
448		133
449		153
450		160
451		129
452		121
453		137
454		134
455		129
456		152
457		143
458		124
459		142
460		109
461		109
462		107
463		124
464		112
465		130
466		135
467		115
468		120
469		150
470		110
471		101
472		135
473		112
474		121
475		128
476		116
477		150
478		102
479		104
480		111
481		121
482		122
483		136
484		125
485		130
486		124
487		127
488		107
489		107
490		106
491		129
492		105
493		104
494		128
495		107
496		118
497		104
498		133
499		121
500		127
501		118
502		101
503		107
504		111
505		105
506		91
507		114
508		119
509		91
510		103
511		98
512		116
513		93
514		104
515		101
516		113
517		105
518		112
519		111
520		99
521		94
522		104
523		96
524		116
525		88
526		124
527		106
528		94
529		98
530		90
531		98
532		94
533		110
534		92
535		100
536		89
537		118
538		100
539		83
540		103
541		88
542		103
543		104
544		92
545		118
546		91
547		91
548		92
549		101
550		81
551		95
552		92
553		113
554		97
555		111
556		97
557		92
558		85
559		94
560		88
561		92
562		100
563		74
564		95
565		86
566		88
567		82
568		102
569		105
570		92
571		80
572		75
573		77
574		86
575		98
576		89
577		84
578		82
579		98
580		77
581		85
582		91
583		97
584		76
585		79
586		84
587		87
588		85
589		77
590		69
591		83
592		59
593		67
594		88
595		77
596		60
597		98
598		81
599		84
600		85
601		93
602		86
603		74
604		77
605		76
606		73
607		82
608		84
609		66
610		79
611		93
612		79
613		112
614		88
615		84
616		78
617		81
618		78
619		84
620		64
621		73
622		62
623		76
624		84
625		94
626		66
627		86
628		82
629		77
630		70
631		66
632		86
633		80
634		70
635		89
636		76
637		76
638		71
639		75
640		76
641		67
642		84
643		76
644		71
645		75
646		59
647		71
648		80
649		81
650		85
651		75
652		71
653		59
654		80
655		71
656		77
657		73
658		71
659		85
660		72
661		64
662		82
663		70
664		67
665		62
666		57
667		73
668		52
669		67
670		65
671		80
672		84
673		62
674		73
675		72
676		71
677		77
678		65
679		66
680		73
681		70
682		69
683		58
684		68
685		61
686		68
687		66
688		61
689		62
690		58
691		57
692		75
693		65
694		58
695		77
696		56
697		54
698		66
699		67
700		85
701		62
702		60
703		54
704		69
705		57
706		57
707		58
708		65
709		61
710		67
711		49
712		73
713		70
714		68
715		58
716		51
717		60
718		51
719		60
720		57
721		53
722		60
723		68
724		56
725		57
726		62
727		53
728		65
729		53
730		69
731		70
732		59
733		64
734		58
735		42
736		53
737		58
738		54
739		70
740		55
741		56
742		56
743		46
744		70
745		52
746		57
747		70
748		62
749		66
750		48
751		46
752		64
753		58
754		59
755		50
756		65
757		55
758		67
759		52
760		50
761		61
762		60
763		56
764		63
765		59
766		53
767		63
768		61
769		55
770		58
771		55
772		45
773		49
774		58
775		56
776		57
777		56
778		67
779		56
780		35
781		54
782		66
783		56
784		54
785		62
786		55
787		52
788		45
789		54
790		33
791		69
792		49
793		59
794		55
795		47
796		53
797		34
798		47
799		54
800		54
801		46
802		53
803		56
804		49
805		50
806		55
807		54
808		27
809		40
810		59
811		48
812		48
813		55
814		48
815		50
816		60
817		50
818		39
819		37
820		30
821		50
822		52
823		45
824		33
825		58
826		47
827		39
828		55
829		48
830		49
831		45
832		39
833		48
834		58
835		34
836		51
837		47
838		43
839		48
840		52
841		45
842		52
843		38
844		44
845		47
846		41
847		36
848		57
849		38
850		56
851		44
852		47
853		49
854		47
855		44
856		43
857		38
858		55
859		65
860		40
861		45
862		37
863		42
864		41
865		48
866		42
867		59
868		43
869		42
870		64
871		50
872		46
873		43
874		37
875		36
876		43
