Tamaños		Cantidades
1		3366557
2		512045
3		268084
4		154400
5		96816
6		64722
7		45952
8		33645
9		25751
10		20223
11		16100
12		13114
13		10652
14		8861
15		7415
16		6427
17		5344
18		4721
19		4221
20		3638
21		3265
22		2905
23		2528
24		2206
25		1902
26		1864
27		1687
28		1481
29		1307
30		1236
31		1128
32		1015
33		979
34		919
35		830
36		738
37		685
38		631
39		583
40		572
41		586
42		484
43		435
44		447
45		426
46		381
47		361
48		344
49		343
50		295
51		299
52		286
53		242
54		221
55		218
56		213
57		227
58		186
59		182
60		190
61		186
62		152
63		149
64		157
65		144
66		145
67		109
68		124
69		104
70		128
71		118
72		97
73		102
74		108
75		100
76		87
77		87
78		94
79		81
80		67
81		72
82		77
83		56
84		69
85		53
86		75
87		52
88		52
89		48
90		57
91		50
92		53
93		45
94		44
95		56
96		33
97		40
98		45
99		37
100		24
101		37
102		35
103		26
104		37
105		35
106		31
107		39
108		28
109		30
110		32
111		25
112		33
113		24
114		34
115		20
116		29
117		25
118		21
119		17
120		20
121		22
122		23
123		20
124		30
125		18
126		18
127		25
128		20
129		12
130		11
131		12
132		21
133		11
134		11
135		16
136		12
137		17
138		10
139		13
140		12
141		11
142		15
143		14
144		14
145		17
146		15
147		11
148		4
149		8
150		12
151		6
152		13
153		16
154		11
155		13
156		13
157		7
158		8
159		9
160		11
161		7
162		14
163		8
164		9
165		6
166		10
167		7
168		10
169		7
170		3
171		4
172		7
173		4
174		6
175		11
176		5
177		7
178		8
179		6
180		6
181		7
182		6
183		6
184		7
185		3
186		2
187		6
188		8
189		6
190		9
191		6
192		3
193		7
194		6
195		4
196		2
197		5
198		2
199		1
200		3
201		8
202		3
203		2
204		3
205		3
206		9
207		4
208		3
209		1
210		1
211		3
212		5
213		1
214		4
215		2
216		2
217		2
218		2
219		3
220		3
221		6
222		4
223		2
224		2
225		1
226		5
227		2
228		3
229		3
230		4
232		5
233		4
234		4
235		4
236		3
237		2
238		1
239		3
240		3
241		2
242		2
243		1
244		2
245		1
246		1
247		1
248		3
250		1
251		1
252		2
254		1
255		1
256		3
257		2
258		1
260		1
261		1
262		3
263		2
264		2
265		2
266		3
267		1
268		1
269		3
270		1
271		2
272		1
273		1
274		1
276		1
277		2
279		2
280		1
282		1
284		1
285		1
286		2
288		1
289		1
290		1
291		2
292		1
293		2
295		2
296		1
297		2
298		1
299		1
300		1
301		1
303		2
304		2
305		2
308		2
309		2
310		1
311		1
312		1
313		2
314		1
315		1
322		2
324		1
327		1
328		2
332		1
334		1
336		1
338		1
339		1
340		1
341		1
343		2
345		1
346		1
352		2
355		1
358		2
366		1
368		1
375		1
377		1
381		1
384		1
385		1
389		1
392		1
398		1
399		1
400		1
404		1
405		3
411		1
415		1
421		1
427		1
429		1
432		1
433		1
437		1
443		2
448		1
462		1
465		2
466		1
467		1
484		1
499		1
501		1
509		1
510		1
514		1
532		1
547		1
548		1
567		1
568		1
569		1
656		1
659		1
663		1
692		1
698		1
714		1
939		1
