Tamaños		Cantidades
1		4138334
2		681522
3		368950
4		217629
5		141946
6		96190
7		70190
8		52582
9		40649
10		32297
11		25987
12		21599
13		18178
14		15126
15		13053
16		10999
17		9702
18		8293
19		7532
20		6551
21		5845
22		5425
23		4775
24		4269
25		3887
26		3525
27		3315
28		2941
29		2640
30		2401
31		2230
32		2161
33		1958
34		1732
35		1651
36		1539
37		1469
38		1436
39		1285
40		1260
41		1172
42		1084
43		969
44		962
45		875
46		844
47		795
48		802
49		764
50		665
51		659
52		591
53		556
54		551
55		558
56		522
57		478
58		488
59		447
60		398
61		393
62		396
63		361
64		354
65		331
66		336
67		331
68		280
69		292
70		291
71		287
72		253
73		258
74		272
75		251
76		231
77		246
78		213
79		217
80		186
81		201
82		171
83		180
84		171
85		172
86		178
87		160
88		162
89		136
90		147
91		155
92		144
93		122
94		121
95		116
96		126
97		122
98		111
99		119
100		104
101		100
102		105
103		128
104		98
105		70
106		109
107		77
108		83
109		78
110		90
111		86
112		85
113		91
114		73
115		82
116		62
117		82
118		70
119		60
120		82
121		65
122		55
123		62
124		62
125		55
126		79
127		57
128		52
129		55
130		60
131		43
132		34
133		45
134		52
135		54
136		35
137		42
138		43
139		48
140		48
141		25
142		52
143		33
144		40
145		47
146		38
147		39
148		39
149		48
150		33
151		30
152		34
153		43
154		31
155		28
156		30
157		34
158		44
159		29
160		22
161		28
162		24
163		24
164		31
165		30
166		34
167		20
168		25
169		15
170		20
171		25
172		26
173		25
174		19
175		15
176		22
177		30
178		27
179		20
180		29
181		17
182		17
183		22
184		26
185		20
186		24
187		18
188		17
189		17
190		13
191		13
192		15
193		15
194		13
195		14
196		16
197		15
198		17
199		28
200		22
201		15
202		14
203		12
204		13
205		14
206		18
207		16
208		8
209		10
210		4
211		12
212		12
213		11
214		11
215		14
216		15
217		5
218		11
219		9
220		8
221		10
222		14
223		13
224		15
225		9
226		18
227		13
228		9
229		16
230		11
231		15
232		10
233		6
234		6
235		6
236		6
237		15
238		7
239		17
240		7
241		8
242		5
243		10
244		12
245		7
246		11
247		14
248		12
249		13
250		17
251		8
252		3
253		12
254		10
255		3
256		10
257		8
258		4
259		9
260		8
261		4
262		11
263		10
264		7
265		3
266		8
267		9
268		10
269		10
270		7
271		7
272		12
273		4
274		6
275		3
276		1
277		10
278		6
279		8
280		8
281		3
282		7
283		8
284		7
285		11
286		7
287		6
288		3
289		2
290		5
291		7
292		4
293		6
294		5
295		5
296		7
297		6
298		6
299		6
300		4
301		5
302		8
303		2
304		4
305		4
306		9
307		1
308		5
309		7
310		4
311		3
312		7
313		2
314		3
315		6
316		6
317		2
318		7
319		4
320		2
321		3
322		7
323		5
324		5
325		6
326		2
327		2
328		4
329		5
330		2
331		2
332		2
333		5
334		4
335		4
336		3
337		5
338		2
339		3
340		1
341		2
342		2
343		1
344		4
345		2
346		3
347		3
348		4
349		2
350		1
351		5
352		3
353		1
354		1
357		4
358		4
359		1
360		6
361		3
362		2
363		2
364		2
365		2
366		3
367		2
368		1
369		3
370		2
372		3
373		3
374		2
376		3
377		2
378		3
379		4
380		1
381		3
382		4
384		5
385		2
386		1
387		2
388		1
389		3
390		3
391		3
392		1
393		1
394		1
395		4
396		3
397		2
398		2
399		1
400		2
401		6
403		2
404		3
405		2
406		2
407		2
409		2
411		4
412		3
413		1
414		4
415		1
416		1
417		4
418		2
420		3
421		2
422		1
423		1
426		1
427		3
429		1
431		3
433		1
434		2
435		1
436		1
437		2
438		1
439		1
440		1
441		3
443		3
444		2
445		2
446		5
449		1
451		3
455		1
456		2
457		1
458		2
460		1
462		2
463		1
464		3
465		2
466		1
470		3
471		1
472		1
473		2
474		1
476		1
477		1
479		2
480		1
481		3
482		3
483		1
484		1
485		1
486		1
488		1
489		1
490		1
492		1
493		1
495		2
496		1
500		2
501		2
502		1
509		2
510		1
514		2
520		1
522		3
524		1
528		1
529		3
530		2
532		1
534		1
535		2
536		1
538		1
539		1
542		3
549		1
552		1
554		1
557		1
560		1
561		1
563		1
564		2
565		2
566		1
573		1
576		1
584		1
590		1
591		3
593		1
595		1
596		1
599		1
601		1
605		1
612		1
613		1
616		1
619		1
623		2
625		2
627		2
633		1
635		2
636		1
643		1
644		1
649		1
653		1
656		1
659		1
660		1
663		1
675		1
683		1
684		1
690		1
693		2
699		1
700		1
702		1
708		1
712		1
718		1
726		1
729		2
737		1
747		1
763		2
764		1
770		1
779		1
802		1
804		1
812		1
827		1
829		1
834		1
839		1
842		1
843		2
851		1
857		1
873		1
889		1
901		1
906		1
919		1
923		1
930		1
938		1
970		1
971		1
1019		1
1024		1
1065		1
1089		1
1101		1
1154		1
1283		1
1288		1
1378		1
1508		1
2137		1
